actorID,actorName,birthYear,nationality
522505,Jeremy Arnold,2014,Venezuela
532733,Keith Miller Jr.,1928,Ireland
735747,Jacob Hays,1922,Spain
238333,Erik Clark,1971,Cuba
912296,Scott Obrien,1993,Portugal
148834,Edwin Crawford,1996,Netherlands
988012,James Moyer,1951,Finland
275157,Joshua Banks,1921,Cuba
238181,Jose Smith,1953,Belgium
555164,Ann Davis,1903,Ireland
678492,Mikayla Avery,1992,Colombia
938234,Nicholas Ingram,2009,France
217697,Christopher Walker,1961,Cuba
899841,Kenneth Hamilton,1998,Venezuela
570779,Mr. James Graham Jr.,1903,Italy
156489,Sandra Cox,1929,Ireland
843270,Kurt Henderson,1908,Germany
743545,Adam Fox,1948,Ecuador
310451,Kristy Vance,1930,Netherlands
691363,Franklin King,1909,Iceland
761225,Ronald Hamilton,1923,Switzerland
757234,Nicole French,1906,Colombia
554584,Janet Garrison,1916,Cuba
454912,Allison Proctor,1949,Netherlands
457545,David Alvarez,1953,Norway
685885,Jordan Merritt,1913,Venezuela
276673,Amber Figueroa,1964,Sweden
855935,Lisa Harper,1910,Canada
734009,Derek Potter,1942,Spain
823901,John Wise,1950,France
308592,Patricia Phillips,1966,United Kingdom
430712,Adam Wilcox,1940,Venezuela
354913,Kevin Clark,2015,Finland
669599,Mark Chavez,2000,Ireland
400761,William Cook,1932,Sweden
801667,Jennifer Austin,1973,Austria
909343,Michael Nolan,1939,Austria
466276,Charles Davis,1993,Venezuela
708921,Lisa Kelley,1949,Spain
403819,Erin Adams,1933,Spain
125377,Becky Burgess,1928,Italy
923854,Todd Clark,2004,Ecuador
465403,Joyce Bender,1900,Netherlands
548674,Sean Lozano,1920,Austria
194380,Briana Stafford,1906,Switzerland
890355,Tanya Silva,1998,Mexico
409470,Kathryn Phillips,1930,Portugal
616521,Trevor White,1941,Norway
944697,Jennifer Yu,1930,Iceland
770933,Andrew Bell,1916,Cuba
461779,Stephanie Jones,1923,Norway
243484,Juan Hoffman,2010,Germany
160230,Michaela Ortiz,1922,Belgium
546229,Anthony Green,1940,Denmark
319889,Jamie Thomas,2012,Italy
403551,Daniel Garcia,1952,Cuba
184213,Brent Harris,1912,Ecuador
939277,Debra Hill,1902,Colombia
855366,Amy Maldonado,1929,United Kingdom
813086,Andrew Gutierrez,1921,Norway
441368,Joseph Mckee,1919,Denmark
477059,Daniel Church DDS,1925,Finland
173427,Victor Harrison,2003,Colombia
705298,Hayley Jones,1974,Ecuador
503094,Joseph Oliver,1968,Austria
759698,Pamela Mcgrath,1908,Iceland
687895,William Nichols,2016,Portugal
562094,Aaron Curtis,1926,Ecuador
887469,Mark Harris,1978,France
225478,Carl Jones,1986,Norway
700748,David Gordon,1953,Italy
414537,Ryan Hebert,2006,Ecuador
749821,Jonathan Avery,1965,Mexico
563526,Victor Martin,1914,Norway
796483,Brandon Baker,1901,Portugal
595277,Randy Bruce,2001,Austria
347537,Robin Johnson,1948,Portugal
549452,Jennifer Valdez,1957,Austria
812614,Crystal Sanchez,1919,Iceland
162536,Angela Ellis,2014,Sweden
879211,Lisa Hill,1991,Norway
280674,Jonathan Walker,1947,Switzerland
435424,Brittany Richmond,1972,Norway
498622,Courtney Kim,1937,Italy
708399,Laura Petersen,1961,Colombia
615888,Alyssa Collins,1962,Ecuador
553971,Shaun Rogers,1979,Netherlands
451651,Gregory James,1943,Mexico
443806,Sierra Williams,1971,Norway
274304,Lisa Costa,1902,Spain
421480,Mary Ramirez,1912,Iceland
383132,Natasha Allen,1987,Portugal
487651,Raven Miller,1935,Switzerland
311134,Jeffrey Alvarado,2009,Netherlands
459103,Zachary Riggs,1957,Iceland
788634,Jesus Sparks,1902,Italy
676726,Robert Goodman,1980,France
440187,Shane Farrell,1915,Belgium
652895,Michael Larsen,1935,Iceland
207871,Ronald Chambers,1957,Germany
665385,Karen Hartman,2016,Switzerland
854280,David Nichols,2011,Spain
358829,Erin Thornton,1996,Iceland
246970,Kathryn Hamilton,1932,United States
332193,Teresa Sutton,1921,Venezuela
423507,Anna Johnson,1993,Italy
457863,Andrea Robinson,1926,Norway
745082,Joann Nguyen,1961,Germany
875990,James Smith,2002,Ecuador
951107,William Brown,2011,Sweden
550774,Lauren Moore,2005,Iceland
231950,Sandra Thompson,1995,Sweden
950614,Lisa Lee,1924,Norway
789332,Ryan Lee,2013,Switzerland
275748,Phillip Burgess,2009,Cuba
262312,Anna Mclaughlin,1911,Austria
672353,Thomas Thompson,1913,Denmark
122519,Janice Noble,1976,United States
792785,Kristen Nash,1919,Sweden
814452,Laurie Cooper,1987,United Kingdom
714495,Jonathan Singleton,1974,Ecuador
429061,Robert Wood DDS,2016,Italy
386014,Danielle Clark,1966,Portugal
239335,Samantha Parsons,1975,France
392768,Tammy Hurst,2004,United States
297629,Brenda Smith,1967,United Kingdom
337681,Jay Berg,1927,Switzerland
874680,Dalton Kaufman,1932,Mexico
915090,Steven Jordan,1902,Ecuador
504235,Autumn Wiley,1959,Cuba
211622,Justin Turner,1911,Denmark
950524,Donna Simpson,1946,Italy
309471,Charles Burgess,1933,Italy
173466,Christopher Chaney MD,1956,Spain
802804,Thomas Pennington,1927,Switzerland
333789,Terry Adams,2010,United States
907909,Jill Callahan,1916,Netherlands
517530,Elizabeth Cook,1984,Spain
733784,Teresa Johnson,2007,Sweden
812251,Andrea Perez,1927,Mexico
419926,Ryan Chaney,1924,United States
867434,Jose Kim,1980,Austria
107153,Jesse Harrison,1989,Cuba
496677,Sean Nelson,1909,Portugal
161722,Katherine Baird,1983,United Kingdom
462569,Denise Acosta MD,1976,Sweden
360921,Laura Stone,1923,Italy
439600,Michael Pratt,1947,Ecuador
375254,Thomas Shelton,1923,Germany
803307,Alejandra Munoz,1962,United Kingdom
818776,Mallory Cooke,2004,France
913487,Karen Moody,2007,Mexico
469333,Brian Conley,1966,Italy
142326,Jacqueline Simon,1922,Denmark
932805,Margaret Jordan,1906,Denmark
161276,Christina Alexander,1914,United Kingdom
686772,Vanessa Torres,2002,United States
715608,Meghan Oliver,1932,Ecuador
378044,Scott Shaw,1937,Colombia
893754,David Spencer,1974,Finland
235020,Theresa Robertson,1904,Finland
488224,Emily Foster,1976,Ireland
508132,Linda Trevino,1960,Mexico
164598,Nicholas Meyer,1932,Netherlands
990597,Janet Ray,2010,Italy
945300,Holly Smith,1965,Portugal
649093,Carla Moreno,1985,Colombia
240323,Jeanette Mooney,1984,Germany
474059,Mark Briggs,1999,Colombia
191802,Brandon Bowers,2004,Denmark
358449,Pamela Chavez,1900,Switzerland
465895,Michelle Roberts,2011,Colombia
985816,Madison Hicks,1957,Netherlands
591685,Christian Underwood,1998,Finland
529044,Richard Matthews,1973,Spain
850746,Diane Russell,1999,Finland
232689,Kathleen Bailey,1909,Spain
734154,Justin Mcgee,1941,Switzerland
185500,Mr. Randall Sweeney,1975,United Kingdom
836516,Anthony Green,1986,Netherlands
354933,Elizabeth Peterson DDS,1968,France
814559,Mr. Brian King II,1974,Iceland
947763,Jamie Johnson,1916,Netherlands
551674,Lisa Gonzalez,2014,United Kingdom
331174,Charles Li,1929,Portugal
682336,Ryan Sanchez,1993,Colombia
321903,Erin Franco,1969,France
225617,Frank Banks MD,1947,Belgium
832937,Daniel Gilbert,1958,Germany
421411,Destiny King,2006,Iceland
691362,Kendra Robertson,1910,United States
247590,Haley Navarro,1962,United States
369886,Melanie Ali,1900,Canada
795624,Jennifer Lucas,1906,Mexico
816114,Laura Jacobson,1942,Mexico
741740,Francisco Johnson,1937,Colombia
615629,Justin Leblanc,1970,Austria
926954,Rose Le,1971,Germany
137873,Eric Moses,2006,Denmark
995261,Joseph Haynes,1928,Finland
250200,Derek Richards,1952,Ecuador
905131,Emily Marshall,2000,Iceland
731190,Traci Robinson,1911,Spain
812020,Jamie Lynn,1970,France
227887,Amber Stevens,1914,Switzerland
875117,Gary Watson,2013,Denmark
470783,Larry Brady,2002,Netherlands
406003,Jamie Adams,1931,United Kingdom
770661,Tim Barker,1902,Netherlands
691331,Richard Le,1994,Mexico
969400,Alexander Cox,2010,Portugal
888612,Shannon Vazquez,1937,Austria
831326,Lisa Cooper,1968,Spain
521628,Gregory Smith,1907,France
979509,Kristopher Bradshaw,1943,Iceland
954944,Victoria Hunt,1950,Italy
529346,Anthony Giles,1980,Venezuela
724234,Leah Jones,1999,Belgium
648373,Alexis Leblanc,1937,Ireland
430828,Shawn Hernandez,1984,Austria
447572,Daniel Anderson,1932,Mexico
943154,Theresa Rodriguez,1977,Switzerland
736278,James Kane,1941,Sweden
709347,Ann Johnson,2010,Ecuador
828562,Christina Murray,1917,Venezuela
626652,Karen Briggs,1936,United Kingdom
637035,Sharon Hunt,1981,Germany
319208,James Cordova,1991,Netherlands
871197,Joseph Beasley,1907,France
741954,Amy Miller,2007,Canada
367248,Jennifer Woodard,1925,Norway
535213,Sara Powell,1922,Canada
544933,Matthew Hamilton,1904,Netherlands
233272,Garrett Cameron,1904,Belgium
552994,Daniel English,1976,Ecuador
615389,Elizabeth Hernandez,1992,Sweden
621332,Elaine Cruz,1932,France
276493,Nicole Alvarado,2002,Norway
984293,Lisa Steele,1982,Ecuador
567090,Colleen Moore,1945,Sweden
832666,Michael Meyer,1906,Colombia
480259,Brian George,1980,France
118072,Jesse Roth,2011,Finland
687368,Daniel Jones,1966,Canada
231031,Barbara Bell,1980,Switzerland
135532,Diana Trevino,1940,Switzerland
375851,Olivia Walter,1978,Switzerland
633171,Deborah Dodson,1974,Venezuela
527420,Emily Reynolds,1992,United Kingdom
321421,Angie Floyd,1930,Ecuador
428454,Donna Smith MD,1902,Italy
793780,Kristen Archer,1970,Switzerland
269187,Stephanie Lopez,1925,Austria
187028,Bonnie David,1961,Switzerland
534609,Justin Ross,1984,Ireland
111511,Kenneth Hill,1954,Canada
237460,Jason Green,2010,Venezuela
971058,Diana Scott,1979,Canada
831375,Tony Moore,2014,United States
654650,John Holder,1933,Italy
588225,Brianna Swanson,1914,Venezuela
823185,Isaac Anderson,2013,Italy
101153,Mackenzie Roberts,1984,United Kingdom
883047,Kenneth Singleton,1935,Canada
770179,David Brown,1942,United States
168553,Felicia Smith,1972,Ireland
813077,Juan Martin,1951,Austria
214305,Michael Schmitt,1920,Iceland
420448,Natalie Shaw,1909,United Kingdom
668182,Tammy Mathews,1949,Austria
447136,Richard Harris,1906,Mexico
217529,Holly Thomas,1902,Portugal
688938,Susan Strong,1961,Germany
651225,Catherine Collier,1906,Mexico
794970,Sarah Campos,1953,Norway
996873,Joan Brown,1952,Norway
572891,Jessica Carpenter,2014,United States
342167,Lauren Ward,1958,Cuba
370494,Mark Reed,2012,Iceland
134262,Angel Odonnell,1997,United Kingdom
979727,Juan Huff,2000,Canada
906190,Christina Rosales,1904,Ecuador
940928,Teresa Shannon,1948,Netherlands
575159,Breanna Wade,1900,Iceland
448313,Caitlin Braun,1912,Sweden
909262,Alexis Castillo,2016,Finland
474036,Rose Reynolds,1998,Sweden
180058,Antonio Abbott,1920,Mexico
673427,Stephen Johnson,1905,Spain
269630,Shannon Rodriguez,2010,Colombia
751138,Caleb Scott,1987,United States
442301,Nicole Shah,1973,Sweden
301429,Michael Gray,1952,Venezuela
410209,Steven Ortiz,1974,Denmark
317372,Nathan Mendoza,2016,Italy
747989,Daniel Sanchez,1902,Netherlands
863547,Krista Jones,1986,Denmark
964436,Kelly Smith,1970,United States
213773,Nathan Jones,1939,Cuba
143929,Cindy Solis,1971,Ecuador
281065,Matthew Lewis,1966,Netherlands
406995,Nicholas Espinoza,1993,Norway
477214,Daniel Blake,1958,United States
750205,Jordan Hernandez,1994,Ireland
738953,James Velasquez,1924,Iceland
320495,Melissa Brown,1906,Netherlands
970305,Teresa Lamb,1976,Spain
578647,Norma Dorsey,2013,Cuba
287215,Jill Moore,1960,Ecuador
998614,Brent Weaver,1912,Canada
508815,Miguel Martin,1911,Iceland
757665,Angel David,1986,Ireland
559907,Mary Ballard,1917,Sweden
770679,Jason Hoover,1946,Germany
633813,Johnny Mcpherson,1972,Italy
911105,Kimberly Reynolds,1947,Cuba
627312,Megan Clark,1929,Italy
708709,Eduardo Hernandez,1993,Norway
192539,Devin Miller,1939,Sweden
797003,Kyle Clark,1942,Denmark
491831,John Guerrero,1956,Belgium
749782,Jeremy Brown,1937,Cuba
999153,Deborah Cook,1915,Switzerland
227094,Janice Moore,1943,Mexico
381444,Charles Price,1966,Sweden
126933,Rebecca Petty,1923,Spain
433195,Shane Bowers,1908,Colombia
452183,Alicia Gonzalez,1905,United States
360145,Brittany West,1975,Norway
260270,Leah Tyler MD,1947,Canada
802582,Linda Francis,2008,Italy
770763,Curtis Williams,1972,Colombia
281559,Eddie Vaughn,1987,Belgium
408687,Derrick Stone,1983,Finland
805401,Shane Perez,2014,Canada
789577,Kelly Hicks,1908,Colombia
929020,Carla Scott,1999,Finland
812323,Benjamin Glenn,1930,Mexico
476120,Kelly Cooper,1910,Italy
550724,Cory Garcia,2003,Cuba
347912,Ruth Anderson,2005,Colombia
428342,Elizabeth Vaughn,1946,Denmark
768447,Jeff Smith,1918,Ireland
877839,Holly Neal,1934,Sweden
234905,Jennifer Nicholson,1928,United States
784802,Daniel Chavez,1999,Canada
703796,Laurie Strickland,1977,Iceland
237067,Debra Cunningham,1972,Venezuela
136958,Kenneth Johnson,2001,Cuba
698522,Jeffery Mitchell,1977,Belgium
887700,Amy Scott,1909,Cuba
151464,Patricia Mckay,1925,Ecuador
909070,Omar Price,1977,Ireland
977857,Lisa Bird,1970,Switzerland
251110,Anna Mccall,1933,Netherlands
797709,Laurie Howard,1962,Canada
127334,Thomas Ingram,1974,Canada
261826,Mitchell Burnett,1926,Mexico
718490,Gregory Davidson,1975,Norway
946746,Stephen Richard,1921,Cuba
266173,James Thomas,1930,Austria
164856,Amber Anderson,2009,Venezuela
577016,Angela Boyer DDS,1995,Canada
254571,Kristin Wiley,1943,Cuba
666558,Tara Sherman,1937,Portugal
809104,Andre Cardenas,2012,Portugal
143812,John Evans,2003,Canada
193243,Nicole Schaefer,1913,Iceland
409665,Vanessa Frye,1991,Spain
743536,Faith Norton,2012,Switzerland
229891,Alexander Hayes,1936,United Kingdom
549805,William Thompson,1924,Finland
327976,Ronnie Lucas,1920,France
858906,Jessica Wilkerson,1950,Austria
655646,Ashley Jones,1982,Colombia
534403,John Lewis,1979,Iceland
167848,Peter Pope,2015,France
573816,Sergio Taylor,1991,United Kingdom
349753,Zachary Townsend,2005,Ireland
492459,Richard Turner,1920,Germany
873725,James Morrow,1997,United Kingdom
332759,Matthew Hernandez,1928,United States
331027,Kurt Brown,1909,Canada
258189,Sandy Watson,1998,Portugal
965668,Jesse Clark,1917,Spain
252300,Larry Harrison,1908,Cuba
980213,Lauren Reynolds,1947,Colombia
406247,Vernon Duke,1991,Spain
784375,Douglas Baldwin,1970,Norway
820751,John Gray,1917,France
550064,David Osborn,1978,United Kingdom
514002,Scott Mcguire,1923,Germany
336787,Sandra Allen,1952,Spain
104672,Ann Jackson,1915,Portugal
787867,Jessica Pugh,1942,Iceland
851523,Nathaniel Armstrong,1964,Austria
607961,Christina Barker,1955,Iceland
631190,Tara Conner,1986,Denmark
380738,Patrick Sparks,1921,Mexico
865993,Nancy Kelley,1906,United States
987584,Christopher Lawrence,1956,Colombia
285490,Noah Farrell,2005,Denmark
571940,Daniel Williams,1958,Norway
603346,Eric Powell,2000,Denmark
260172,Jessica Pope,2000,Finland
480571,Lori White,1953,Denmark
416119,James Mayo,1984,Italy
613060,Brandon Pruitt,1917,Mexico
120466,Lisa Jones PhD,2010,Iceland
349301,Jasmine Summers,1999,Mexico
136031,Karen Barker,1989,Venezuela
521467,Joseph Hill,1940,Austria
861254,Trevor Johnson,1922,Finland
253581,Sherry Johnson DVM,1907,Finland
426598,Jason Patrick PhD,1929,Iceland
379754,Mary Grant,1970,Netherlands
166219,Maurice Webb,1975,Colombia
917627,Anthony Wilkins,1969,Switzerland
177277,Debra Shelton,1994,Sweden
517150,Lindsay Perkins,1978,Canada
915498,Gilbert Lewis,1937,Cuba
553212,William Sandoval,1953,Mexico
614466,Matthew Rose,1928,United States
884944,Joshua Lee,1960,Ireland
125009,Keith Bryant,1947,Finland
202450,Steven Adams,1911,Belgium
243386,Veronica Smith,1928,Denmark
985102,Jessica Roman,1993,Spain
875618,Jessica Murray,1945,Spain
837571,Traci Burns,1960,France
696406,Shawn Harrison,1991,United States
271557,Peter Casey,1963,United States
290667,Tracy Morris,1961,Iceland
230030,Katrina Cortez,1991,Colombia
384572,Samuel Ramirez,1944,Ireland
163091,Shane Moore,1928,Mexico
587874,Samantha Gonzalez,1957,Portugal
497776,Nicole Herrera,1919,Switzerland
295747,Mary Gilmore,1997,Iceland
626490,Lisa Daniel,1952,United States
975855,Mary Golden,2011,Portugal
683753,Mary Wilkerson,1973,Netherlands
677832,Jason Dennis,1958,United Kingdom
740853,Jennifer Obrien,1918,Ecuador
863652,David Duncan,1915,Mexico
775681,Rebecca Harris,1916,Ecuador
127831,Douglas Thornton,1979,Venezuela
597864,Alexander Mosley,1962,United States
314247,Mrs. Jaime Mann,1908,Spain
148015,Deanna Martin,2012,Colombia
811903,Rebecca Fowler,1961,Portugal
854106,Jordan Sullivan,1918,Cuba
658186,William Macias,1985,Cuba
287649,James Mitchell,1904,Sweden
406556,Natalie Young,1925,Venezuela
803766,Traci Myers,1967,Belgium
985063,Jonathan Baker,1968,Austria
403628,Ronald Hamilton,1910,United Kingdom
319898,Lisa Cruz,1933,Finland
975749,Paul Morgan,1953,Portugal
103412,Bradley Martin,1957,United Kingdom
374300,Nancy Bright,1939,Switzerland
708756,Amanda Snow,1988,Austria
696781,Chelsea Padilla,1914,Finland
975597,Dr. Charles Moore,1908,Germany
381733,Jason Shelton,1997,Germany
928334,Brent Stewart,1983,Colombia
308091,Sarah Jackson,1969,Ecuador
769025,Kristen Black,1970,Ireland
796472,Austin Walker,1967,Venezuela
315267,Christopher Castro,1958,Italy
433167,Austin Davis,1950,Finland
537796,Jared Day,1998,Canada
474408,Laura Perez,1988,Portugal
780897,Alexandria James,1937,Sweden
714028,Jordan Abbott,1948,Canada
903573,Shannon Mccoy,1998,Venezuela
673385,James Nguyen,2007,Spain
859583,Christine Jensen,1991,Ireland
827686,Miranda Rowe,1978,United States
817300,Justin Clayton,1935,Austria
966798,Joseph Wheeler,1938,Finland
674802,Michael White,1957,Spain
432004,Nancy Werner,1923,United Kingdom
632303,Joshua Chen,1969,France
148270,Kevin Wade,2013,Colombia
924563,John Rivera,1927,United States
346239,Deanna Mercado,1987,Norway
922869,Sheila Hodge,1977,Belgium
747440,Michaela Thomas,1924,Switzerland
760817,Lori Olsen,1995,Ireland
416123,Bonnie Riley,1987,Denmark
300781,Jason Pena,1909,Mexico
503467,Joan Flynn,1974,Ireland
238293,Valerie Freeman,1952,Ireland
283911,Patricia Porter,1933,Iceland
850666,Daniel Mitchell,1960,Spain
973254,Sean Morgan,2014,Mexico
406278,Roy Molina,1905,Colombia
407651,Daniel Hughes,1911,Spain
882484,Ronald Mathews,2000,Finland
764811,Carla Ross,1963,Iceland
759145,Gary Humphrey,1987,Portugal
347865,Michelle Reed,1930,Portugal
751083,Billy Cardenas,1936,Ireland
330129,Amanda Navarro,1991,Sweden
272998,Marvin Hatfield,2007,Colombia
751310,Jeremy Weber,1984,Netherlands
772208,Jason Robinson,2013,Denmark
338850,Brian Gonzales,1930,Mexico
165062,Joe Jacobs,1943,Sweden
317037,Alison Morgan,1902,Ecuador
841252,Julie Adams,1921,Sweden
310368,Sharon Yang,1972,Ecuador
496019,James Moore,2003,United States
726432,Sherri Mclaughlin,1981,Colombia
517839,Todd Randall,2006,Spain
531863,Shelby Payne,1977,Belgium
697992,Kelly Booth,1929,United States
498959,Amanda Hanna,2003,United States
349563,Justin Carter,2001,France
419549,Erik Kennedy,1947,United Kingdom
504095,Michelle Leonard,1916,Venezuela
588334,Leslie Winters,1907,Norway
279052,Dustin Hicks,1971,Finland
977253,Mark Stephens,1990,Ireland
519362,Brian Shaw,1934,Germany
118757,Jasmin Stewart,1914,Cuba
331955,Tina Smith,1917,France
743293,Richard Brooks,2006,Norway
950102,Nicole Bell,1989,Portugal
716390,Anthony Carr,1960,Iceland
210507,Margaret James,1979,Netherlands
347076,David Payne,2007,Ireland
280607,Shane Williams,1942,Ecuador
655168,Michael Terry,1965,Portugal
900807,Andre Davis,1907,United States
318575,John Miller,2004,Portugal
537159,Jimmy Mclaughlin,2012,Spain
692172,Tammie Harris,1913,Iceland
329467,Deanna Gordon,1947,Germany
368130,Rebecca Friedman,1925,United Kingdom
374041,Zachary Bates,1922,Belgium
620849,Dennis Lynch,1946,Spain
726348,Cody Bullock,1975,Italy
145848,Brandy Fuller,1923,Spain
623918,John Green,1930,Portugal
943001,Peter Raymond,1972,Austria
179626,Don Hart,1987,United Kingdom
316323,Sara Nguyen,1914,Cuba
507731,Michael Cook,1946,Iceland
163209,Laura Spencer,2016,Venezuela
626500,Kyle Andrews Jr.,1903,Sweden
301516,Daniel Wheeler,1983,Sweden
863165,Michael Rhodes,1909,Sweden
641356,Kelly Hale,1956,Switzerland
608255,Kristie Logan,1958,Germany
688805,Dr. Lisa Melton DVM,1999,Netherlands
794743,Brandy Sullivan,2009,Ireland
890324,Sydney Henderson,1983,Norway
540981,Judith Kirby,1902,Austria
720243,Eric Walker DDS,1954,Spain
722434,Alicia Ashley,1996,Austria
292988,Elizabeth Sanchez,1906,Colombia
156936,Adrian Martinez,1943,Denmark
264748,Tammy Duncan,1995,United States
200667,Jo Peterson,1924,Belgium
451817,Mr. Peter Hayes,1916,United States
281423,William Farmer,1973,Switzerland
770513,Sheila Robles,1924,Netherlands
665905,Kyle Gray,1906,Sweden
975480,Chloe Adams,1964,Iceland
823314,Teresa Flores,1979,France
461704,Kathryn Matthews,1997,Belgium
729467,Laura Ferguson,1966,France
738569,Jeffrey Lane,1952,France
107260,Samuel Martinez,1954,United Kingdom
993060,Andrea Bonilla,1904,Norway
282414,Cynthia Herrera,1907,Spain
688089,Angela Perry,2015,Spain
240929,Charles Moore,1937,United Kingdom
383198,Carol Little,2008,Sweden
347650,Christopher Rodriguez,2010,Netherlands
846570,Lisa Schultz,1978,Iceland
605990,Cynthia Moran,2011,United States
329689,Rebecca Lee,2013,United States
515777,William Carpenter,1991,Sweden
634170,Susan Alexander,1973,Switzerland
217839,Melissa Gutierrez,1992,Sweden
761593,Brianna Smith,1965,Spain
374811,Patricia Glenn,1952,Italy
611976,Jodi Nixon,2016,Switzerland
537202,Pamela Mitchell,2012,Norway
423157,Allison Brown,1915,Denmark
883336,Matthew Mcdonald,1984,Ecuador
696246,Bruce Palmer,1992,Sweden
173086,Derek Ramirez,1942,Norway
880116,Melissa Johnson,1968,France
255137,Cassandra Myers,1946,Venezuela
853403,Christina Sparks,1909,Denmark
905549,Kenneth Cox,1970,Italy
294116,Mark Taylor,2012,Iceland
104549,Deborah Camacho,1902,Sweden
108240,Jennifer Jenkins,1915,Denmark
824625,Bonnie Perez,1923,Venezuela
764791,Jason Boyle,1936,Mexico
206232,Derek Galloway,1912,Italy
688658,Daniel Coleman,2015,Sweden
439338,John Jenkins,1962,Norway
145297,Thomas Adams,2013,Portugal
747582,Beverly Frank,1946,Finland
499366,Madison Bailey,1963,Spain
273562,Ricky Harris,1946,Germany
104228,Jeffery Bowers,1992,Cuba
867548,Philip Oliver,1915,Belgium
780707,Caroline Thomas,1960,Norway
257371,Joshua Owens,1910,Belgium
241257,Christina Nguyen,1966,Ecuador
424267,Steven Klein,2012,Ireland
120811,Jessica Sullivan,1967,United Kingdom
103380,Trevor Nelson,1947,Spain
719565,Theresa Reynolds,1946,Ireland
944210,Shannon Morris,1988,Venezuela
765951,Stephen Wells,1984,Denmark
695106,John Klein,2010,Norway
501746,Joshua Torres,1907,Canada
859879,Shannon Jackson,1941,Italy
609436,Earl Bennett,1984,United Kingdom
272638,Andrew Burton,1979,Denmark
306340,Sean May,1929,Switzerland
603394,Randy Pratt,1952,Ecuador
846401,Crystal Simpson,1985,Austria
980472,Karen Rodriguez,1956,Denmark
718667,Jose Peck,1929,United Kingdom
855301,Donna Robbins,1978,Norway
416132,Jeffrey Hood,1981,Spain
675971,Russell Meyer,1975,Iceland
749978,Roy Smith,1980,Portugal
732394,Luke Galvan,1961,Belgium
467325,Billy Branch,1914,United States
457793,Nicholas Peterson,1946,Ecuador
514649,Adrian Noble,1910,United States
598495,Juan Hernandez,1948,Portugal
392059,Eric Meyer,1955,Switzerland
889854,Heather Bright,1949,Italy
286547,Daryl Roberson,1953,Switzerland
788619,Sherri Clay,1920,Finland
507189,Maria Roberson,1940,Italy
541180,Joseph Warren,1913,Mexico
149735,Jenny Wong,1999,Colombia
938734,Mark Sharp,1990,Venezuela
260975,Terry Price,1989,Ecuador
896745,John Chan,1923,Germany
553676,Brian Foster,2008,Switzerland
246812,Molly Bradley,1994,Portugal
909636,Carolyn Miller,1937,Canada
969494,Diana Bryant,1952,Iceland
225038,David Thomas,1968,Belgium
481647,Paula Garrison DVM,1920,United Kingdom
955472,Shelly Martin,1968,Denmark
690068,Justin Santos,1930,Ecuador
828001,Cassandra Nelson,2012,Ireland
525143,Mr. Scott Skinner,1900,Netherlands
389935,Gregory Johnson,1942,Italy
128736,Ricky Bennett,1985,Switzerland
879595,Veronica Hendricks,1993,Switzerland
193156,Crystal Williams,1961,Denmark
664007,Christopher Lewis,1984,Cuba
739619,Miss Mallory Garcia,1945,Ecuador
427249,David Rojas,1918,Austria
314711,Kristen Howell,1970,Finland
335970,Harry Harvey,2004,Colombia
233677,Chelsea Ruiz,1930,France
218853,Christopher Mueller,1978,United States
662072,Robert Munoz,1965,Switzerland
361312,Omar Griffin,1925,Mexico
198503,Kelly Ellis,1952,United Kingdom
964671,Philip Stewart,1936,Portugal
968283,Dr. Philip Pierce MD,1910,Iceland
419547,Justin Kelly,1938,Ireland
743564,Jeffrey Ross,2008,Colombia
224683,Bryan Morgan,1902,France
225232,Daniel Mueller,1900,Finland
674648,Joshua Landry,1921,Venezuela
202604,Kelly Kirby,1985,Finland
282128,Frank Olson,1905,Portugal
465820,Alexis Young,1932,Canada
574100,Teresa Jones,1946,Spain
964283,Tyler Tran,1962,Sweden
676021,Amanda Horn,1925,Venezuela
928522,Dalton Mays,2003,Netherlands
946155,Kenneth Taylor,1999,Switzerland
345101,Victoria Hubbard,1935,Spain
227169,Sandra Williams,1978,Venezuela
361582,Jeffrey Norman,1925,Mexico
727389,Matthew Ferguson,1940,Belgium
164283,Dr. Tracy Smith DDS,1986,Mexico
759672,Matthew Singh,1969,Ecuador
700122,Justin Chavez,1997,France
842317,Elizabeth Brown,1913,Mexico
744026,Aaron Peters,1989,Cuba
958312,Jennifer Gray,1919,Mexico
965385,Latasha White,1957,Germany
605962,Renee Moreno,1965,Norway
994469,Monica Mcintyre,1967,Ireland
271578,Zachary Ortiz,1975,Ireland
847779,Dana Haynes,1937,Denmark
612428,Brittany Alvarado,1980,Canada
515576,Louis Hopkins,1938,Switzerland
164266,Benjamin Schmitt,1943,Portugal
731484,Andrew Oconnell,2001,United States
654655,Cynthia Munoz,1929,Denmark
196945,Brandon Frost,1901,United Kingdom
462582,Rhonda Collins,2011,Ecuador
232986,David Lopez,2005,Colombia
852329,Derek Soto,1937,Spain
450021,Cindy Frost,1918,Austria
183135,Gwendolyn Casey,1970,Ecuador
838079,Rhonda Eaton,1999,France
723606,Christina Hester,1960,Netherlands
179043,Alexander Barrett,1942,Norway
897285,Robert Bauer,1939,Venezuela
584276,Jose Martin,1998,Mexico
345705,Diana Odonnell,1936,Belgium
539114,Karen Allen,1979,Venezuela
525948,Samantha Allison,1924,United States
782520,Michael Miller,1923,Belgium
450410,William Ayers,1915,Ireland
